Data,Cidade, Condicao_do_Tempo_Prevista,Temperatura_Tendencia,Temperatura_Minima,Temperatura_Maxima,Vento_Velocidade_Minima,Vento_Velocidade_Maxima,Vento_Direcao,Vento_Intensidade
17/09/2022,Itacoatiara - AM,Parcialmente nublado com chuva em areas isoladas,Estavel,24,33,55,95,N - NE,Calmos/Fracos
20/09/2022,Itacoatiara - AM,Poucas nuvens a parcialmente nublado,Estavel,25,34,50,95,NW - NE,Fracos
21/09/2022,Itacoatiara - AM,Poucas nuvens a parcialmente nublado,Estavel,25,34,45,90,N - NE,Fracos
22/09/2022,Itacoatiara - AM,Poucas nuvens a parcialmente nublado com possibilidade de chuva em areas isoladas,Estavel,24,34,50,95,N - NE,Fracos
23/09/2022,Itacoatiara - AM,Poucas nuvens a parcialmente nublado com possibilidade de chuva em areas isoladas,Estavel,25,34,50,95,N - NE,Fracos
24/09/2022,Itacoatiara - AM,Poucas nuvens a parcialmente nublado,Estavel,25,35,45,90,N - NE,Fracos
25/09/2022,Itacoatiara - AM,Poucas nuvens a parcialmente nublado,Estavel,24,35,50,95,N - SE,Fracos
26/09/2022,Itacoatiara - AM,Poucas nuvens a parcialmente nublado com possibilidade de chuva em areas isoladas,Estavel,24,34,50,95,SE - NE,Fracos
27/09/2022,Itacoatiara - AM,Poucas nuvens a parcialmente nublado,Estavel,25,35,45,90,NE - E,Fracos
28/09/2022,Itacoatiara - AM,Poucas nuvens a parcialmente nublado com possibilidade de chuva em areas isoladas,Estavel,25,34,50,95,NE - SE,Fracos
29/09/2022,Itacoatiara - AM,Parcialmente nublado com possibilidade de chuva,Estavel,24,33,55,95,NW - NE,Fracos
01/09/2022,Itaituba - PA,Poucas nuvens a parcialmente nublado com pancadas de chuva e trovoadas isoladas a tarde e a noite,Estavel,24,33,50,85,NE,Fracos
02/09/2022,Itaituba - PA,Parcialmente nublado a nublado com pancadas de chuva e trovoadas isoladas a tarde,Estavel,24,34,55,90,NE,Fracos/Moderados
03/09/2022,Itaituba - PA,Poucas nuvens a nublado,Estavel,24,33,55,90,NE,Fracos/Moderados
04/09/2022,Itaituba - PA,Poucas nuvens a parcialmente nublado,Estavel,24,34,55,90,NE,Fracos/Moderados
05/09/2022,Itaituba - PA,Poucas nuvens a parcialmente nublado,Estavel,24,33,50,90,NE,Fracos/Moderados
06/09/2022,Itaituba - PA,Poucas nuvens a nublado com pancadas de chuva isoladas entre o final da tarde e o inicio da noite,Estavel,24,36,50,95,NE - SE,Fracos/Moderados
07/09/2022,Itaituba - PA,Claro a nublado,Estavel,23,35,50,95,NE - SE,Fracos/Moderados
08/09/2022,Itaituba - PA,Claro a nublado com pancadas de chuva e trovoadas isoladas a tarde e a noite,Estavel,23,35,50,95,NE - SE,Fracos/Moderados
09/09/2022,Itaituba - PA,Claro a nublado,Estavel,23,35,50,95,NE - SE,Fracos/Moderados
10/09/2022,Itaituba - PA,Claro a parcialmente nublado,Estavel,24,36,45,95,NE - SE,Fracos/Moderados
11/09/2022,Itaituba - PA,Claro a nublado,Estavel,24,36,45,95,E - NE,Fracos/Moderados
12/09/2022,Itaituba - PA,Claro a nublado com pancadas de chuva isoladas a tarde,Declinio,25,34,55,95,NE - N,Fracos/Moderados
13/09/2022,Itaituba - PA,Claro a parcialmente nublado,Estavel,25,36,50,95,NE - E,Fracos/Moderados
14/09/2022,Itaituba - PA,Claro a parcialmente nublado,Estavel,25,34,50,95,NE - E,Fracos/Moderados
15/09/2022,Itaituba - PA,Poucas nuvens a nublado com pancadas de chuva e trovoadas a tarde,Declinio,25,32,50,95,NE - E,Fracos/Moderados
16/09/2022,Itaituba - PA,Poucas nuvens a nublado com pancadas de chuva e trovoadas a tarde,Estavel,25,33,55,100,NE - E,Fracos/Moderados
17/09/2022,Itaituba - PA,Poucas nuvens a nublado com pancadas de chuva e trovoadas a tarde,Estavel,25,33,55,100,NE - E,Fracos/Moderados
18/09/2022,Itaituba - PA,Poucas nuvens a nublado com pancadas de chuva e trovoadas a tarde,Estavel,25,34,55,100,NE - E,Fracos/Moderados
19/09/2022,Itaituba - PA,Poucas nuvens a nublado com pancadas de chuva e trovoadas isoladas a tarde,Estavel,25,35,55,100,NE - E,Fracos/Moderados
20/09/2022,Itaituba - PA,Poucas nuvens a nublado,Estavel,24,36,50,95,E - NE,Fracos/Moderados
21/09/2022,Itaituba - PA,Poucas nuvens a nublado,Estavel,24,36,50,95,E - NE,Fracos/Moderados
22/09/2022,Itaituba - PA,Claro a nublado com pancadas de chuva isoladas a tarde e a noite,Declinio,24,34,60,95,E - NE,Fracos/Moderados
23/09/2022,Itaituba - PA,Claro a nublado com pancadas de chuva isoladas a tarde e a noite,Estavel,23,34,60,95,E - NE,Fracos/Moderados
24/09/2022,Itaituba - PA,Claro a nublado,Elevacao,23,36,60,95,E - NE,Fracos/Moderados
25/09/2022,Itaituba - PA,Poucas nuvens a nublado com pancadas de chuva e trovoadas a tarde e a noite,Estavel,23,33,60,95,E - NE,Fracos/Moderados
26/09/2022,Itaituba - PA,Poucas nuvens a nublado com pancadas de chuva e trovoadas isoladas a tarde e a noite,Estavel,23,33,60,95,E - NE,Fracos/Moderados
27/09/2022,Itaituba - PA,Poucas nuvens a nublado com pancadas de chuva e trovoadas isoladas a tarde e a noite,Estavel,24,34,50,95,E - NE,Fracos/Moderados
28/09/2022,Itaituba - PA,Poucas nuvens a nublado,Estavel,24,35,50,95,E - NE,Fracos/Moderados
29/09/2022,Itaituba - PA,Poucas nuvens a nublado,Estavel,24,35,50,95,E - NE,Fracos/Moderados
01/09/2022,Itamarati - AM,Claro a parcialmente nublado,Estavel,20,33,45,90,NW - N,Fracos
02/09/2022,Itamarati - AM,Claro a parcialmente nublado,Estavel,20,34,45,90,NW - SE,Fracos
03/09/2022,Itamarati - AM,Claro a parcialmente nublado,Estavel,21,35,45,90,SE - N,Fracos/Moderados
04/09/2022,Itamarati - AM,Claro a parcialmente nublado,Estavel,22,35,45,90,SE - N,Fracos
07/09/2022,Itamarati - AM,Claro a parcialmente nublado,Estavel,21,34,45,90,NW,Fracos
08/09/2022,Itamarati - AM,Claro a parcialmente nublado,Estavel,22,34,45,90,N - NW,Fracos
09/09/2022,Itamarati - AM,Claro a parcialmente nublado com chuva em areas isoladas,Estavel,21,34,50,90,N - NE,Fracos
10/09/2022,Itamarati - AM,Parcialmente nublado a nublado com pancadas de chuva,Estavel,22,33,55,90,NE - E,Fracos
11/09/2022,Itamarati - AM,Parcialmente nublado a nublado com chuva,Estavel,22,30,60,95,NW - W,Fracos
12/09/2022,Itamarati - AM,Parcialmente nublado com possibilidade de chuva em areas isoladas,Estavel,22,32,50,90,NW,Fracos
13/09/2022,Itamarati - AM,Claro a parcialmente nublado com possibilidade de chuva em areas isoladas,Estavel,22,34,55,90,NW - N,Fracos
14/09/2022,Itamarati - AM,Parcialmente nublado com chuva em areas isoladas,Estavel,23,33,65,90,N - NE,Fracos
15/09/2022,Itamarati - AM,Encoberto a nublado com chuva,Estavel,22,28,70,95,SE - SW,Fracos/Moderados
16/09/2022,Itamarati - AM,Nublado a poucas nuvens com possibilidade de chuva em areas isoladas,Estavel,19,31,60,90,S - SW,Fracos
17/09/2022,Itamarati - AM,Claro a parcialmente nublado,Elevacao,20,34,50,90,W,Fracos
20/09/2022,Itamarati - AM,Parcialmente nublado a nublado com chuva em areas isoladas,Estavel,23,33,60,90,N - NE,Fracos
21/09/2022,Itamarati - AM,Parcialmente nublado com possibilidade de chuva em areas isoladas,Estavel,22,35,50,90,NW - N,Fracos
22/09/2022,Itamarati - AM,Claro a parcialmente nublado com chuva em areas isoladas,Estavel,23,34,50,90,N - NW,Fracos
23/09/2022,Itamarati - AM,Nublado a parcialmente nublado com pancadas de chuva,Estavel,23,35,50,90,SW - SE,Fracos
24/09/2022,Itamarati - AM,Nublado a parcialmente nublado com chuva em areas isoladas,Estavel,21,36,40,90,S - NE,Fracos
25/09/2022,Itamarati - AM,Parcialmente nublado,Estavel,22,35,35,90,NW - N,Fracos
26/09/2022,Itamarati - AM,Parcialmente nublado com possibilidade de chuva em areas isoladas,Estavel,24,35,35,90,NW - NE,Fracos
27/09/2022,Itamarati - AM,Parcialmente nublado com chuva em areas isoladas,Estavel,22,35,45,90,NW - NE,Fracos
28/09/2022,Itamarati - AM,Parcialmente nublado a nublado com chuva em areas isoladas,Estavel,23,36,40,90,N - NW,Fracos
29/09/2022,Itamarati - AM,Nublado a encoberto com pancadas de chuva,Estavel,21,34,45,90,NE - SE,Fracos/Moderados
01/09/2022,Itapua do Oeste - RO,Poucas nuvens,Declinio,22,32,40,85,N,Fracos
02/09/2022,Itapua do Oeste - RO,Poucas nuvens,Declinio,22,32,40,85,N,Fracos
03/09/2022,Itapua do Oeste - RO,Poucas nuvens,Declinio,22,32,40,85,N,Fracos
04/09/2022,Itapua do Oeste - RO,Poucas nuvens,Declinio,22,32,40,85,N,Fracos
05/09/2022,Itapua do Oeste - RO,Poucas nuvens,Declinio,22,32,40,85,N,Fracos
06/09/2022,Itapua do Oeste - RO,Poucas nuvens,Declinio,22,32,40,85,N,Fracos
07/09/2022,Itapua do Oeste - RO,Claro a parcialmente nublado,Declinio,21,35,40,85,N,Fracos
08/09/2022,Itapua do Oeste - RO,Claro a parcialmente nublado,Declinio,21,35,40,85,N,Fracos
09/09/2022,Itapua do Oeste - RO,Claro a parcialmente nublado,Declinio,21,35,40,85,N,Fracos
10/09/2022,Itapua do Oeste - RO,Claro a parcialmente nublado,Declinio,24,35,35,80,N,Fracos
11/09/2022,Itapua do Oeste - RO,Claro a parcialmente nublado,Declinio,24,35,35,80,N,Fracos
12/09/2022,Itapua do Oeste - RO,Claro a parcialmente nublado,Declinio,24,36,35,75,N,Fracos
13/09/2022,Itapua do Oeste - RO,Claro a poucas nuvens,Declinio,23,35,40,85,N,Fracos
14/09/2022,Itapua do Oeste - RO,Poucas nuvens a parcialmente nublado com pancadas de chuva e trovoadas isoladas entre o final da tarde e o inicio da noite,Estavel,23,34,45,90,NE,Fracos
15/09/2022,Itapua do Oeste - RO,Poucas nuvens a parcialmente nublado com pancadas de chuva e trovoadas isoladas entre o final da tarde e o inicio da noite,Estavel,23,34,45,90,NE,Fracos
16/09/2022,Itapua do Oeste - RO,Poucas nuvens a parcialmente nublado com pancadas de chuva e trovoadas isoladas entre o final da tarde e o inicio da noite,Estavel,23,33,50,90,SE,Fracos
17/09/2022,Itapua do Oeste - RO,Poucas nuvens a parcialmente nublado com pancadas de chuva isoladas entre o final da tarde e o inicio da noite,Estavel,23,34,45,85,SE,Fracos
18/09/2022,Itapua do Oeste - RO,Poucas nuvens a parcialmente nublado com pancadas de chuva isoladas entre o final da tarde e o inicio da noite,Estavel,24,36,40,80,SE,Fracos
19/09/2022,Itapua do Oeste - RO,Poucas nuvens,Estavel,24,37,35,80,SE,Fracos
20/09/2022,Itapua do Oeste - RO,Poucas nuvens com possibilidade de chuva em areas isoladas ao inicio da noite,Estavel,24,35,35,80,SE,Fracos
21/09/2022,Itapua do Oeste - RO,Poucas nuvens com possibilidade de chuva em areas isoladas ao inicio da noite,Estavel,24,35,40,85,SE,Fracos
22/09/2022,Itapua do Oeste - RO,Poucas nuvens com possibilidade de chuva em areas isoladas ao inicio da noite,Estavel,24,35,50,90,SE,Fracos
23/09/2022,Itapua do Oeste - RO,Poucas nuvens com possibilidade de chuva em areas isoladas ao inicio da noite,Estavel,24,37,35,90,SE,Fracos
24/09/2022,Itapua do Oeste - RO,Poucas nuvens com possibilidade de chuva em areas isoladas ao inicio da noite,Estavel,24,37,35,90,SE,Fracos
25/09/2022,Itapua do Oeste - RO,Poucas nuvens com possibilidade de chuva em areas isoladas ao inicio da noite,Estavel,24,37,35,90,SE,Fracos
27/09/2022,Itapua do Oeste - RO,Parcialmente nublado a nublado com pancadas de chuva e trovoadas isoladas,Estavel,23,35,45,95,N - NE,Fracos/Moderados
28/09/2022,Itapua do Oeste - RO,Parcialmente nublado a nublado com pancadas de chuva e trovoadas isoladas,Estavel,23,34,50,95,N - NE,Fracos
29/09/2022,Itapua do Oeste - RO,Nublado a encoberto com pancadas de chuva e trovoadas,Declinio,23,31,60,100,SE - S,Fracos/Moderados
02/09/2022,Itaubal - AP,Poucas nuvens a nublado com pancadas de chuva e trovoadas a tarde,Estavel,23,34,55,100,E - NE,Fracos/Moderados
03/09/2022,Itaubal - AP,Poucas nuvens a nublado com pancadas de chuva e trovoadas isoladas a tarde,Estavel,23,34,55,100,E - NE,Fracos/Moderados
04/09/2022,Itaubal - AP,Poucas nuvens a nublado com pancadas de chuva e trovoadas isoladas a tarde,Estavel,23,34,55,100,E - NE,Fracos/Moderados
06/09/2022,Itaubal - AP,Poucas nuvens a nublado,Estavel,25,33,55,95,E - SE,Fracos/Moderados
07/09/2022,Itaubal - AP,Poucas nuvens a nublado com pancadas de chuva e trovoadas isoladas a tarde,Estavel,25,33,55,95,E - SE,Fracos/Moderados
08/09/2022,Itaubal - AP,Poucas nuvens a nublado,Estavel,25,33,55,95,E - SE,Fracos/Moderados
09/09/2022,Itaubal - AP,Poucas nuvens a nublado,Estavel,26,33,50,95,E - SE,Fracos/Moderados
10/09/2022,Itaubal - AP,Poucas nuvens a nublado,Estavel,26,33,50,95,E - SE,Fracos/Moderados
11/09/2022,Itaubal - AP,Poucas nuvens a nublado,Estavel,26,33,50,95,E - SE,Fracos/Moderados
12/09/2022,Itaubal - AP,Poucas nuvens a nublado com possibilidade de chuva em areas isoladas entre o final da tarde e o inicio da noite,Estavel,26,34,50,95,E - SE,Fracos/Moderados
13/09/2022,Itaubal - AP,Claro a nublado com pancadas de chuva e trovoadas isoladas a tarde e a noite,Estavel,23,34,45,100,SE - E,Fracos/Moderados
14/09/2022,Itaubal - AP,Claro a parcialmente nublado,Estavel,23,34,45,100,E - SE,Fracos/Moderados
15/09/2022,Itaubal - AP,Claro a parcialmente nublado,Estavel,22,34,45,95,E - NE,Fracos/Moderados
16/09/2022,Itaubal - AP,Parcialmente nublado a nublado com pancadas de chuva isoladas a tarde,Estavel,22,34,50,95,E - NE,Fracos/Moderados
17/09/2022,Itaubal - AP,Poucas nuvens a nublado com pancadas de chuva e trovoadas isoladas a tarde e a noite,Estavel,22,34,50,95,E - NE,Fracos/Moderados
18/09/2022,Itaubal - AP,Poucas nuvens a nublado,Estavel,22,34,50,95,E - SE,Fracos/Moderados
19/09/2022,Itaubal - AP,Poucas nuvens a nublado,Estavel,22,34,50,95,E - SE,Fracos/Moderados
20/09/2022,Itaubal - AP,Poucas nuvens a nublado com pancadas de chuva e trovoadas isoladas a tarde,Estavel,23,34,50,95,E - NE,Fracos/Moderados
21/09/2022,Itaubal - AP,Claro a nublado com pancadas de chuva e trovoadas isoladas a tarde,Estavel,23,34,55,100,E - NE,Fracos/Moderados
22/09/2022,Itaubal - AP,Claro a parcialmente nublado,Estavel,23,34,55,95,SE - NE,Fracos/Moderados
23/09/2022,Itaubal - AP,Claro a parcialmente nublado,Estavel,23,34,45,95,E - NE,Fracos/Moderados
24/09/2022,Itaubal - AP,Claro a parcialmente nublado,Estavel,23,34,45,95,E - NE,Fracos/Moderados
25/09/2022,Itaubal - AP,Claro a parcialmente nublado,Estavel,23,34,45,95,E - NE,Fracos/Moderados
26/09/2022,Itaubal - AP,Claro a nublado com pancadas de chuva e trovoadas a tarde,Estavel,23,33,55,95,E - NE,Fracos/Moderados
27/09/2022,Itaubal - AP,Claro a parcialmente nublado,Estavel,23,34,45,95,E - NE,Fracos/Moderados
28/09/2022,Itaubal - AP,Claro a nublado com pancadas de chuva e trovoadas isoladas a tarde,Estavel,23,33,55,95,E - NE,Fracos/Moderados
29/09/2022,Itaubal - AP,Claro a nublado com pancadas de chuva e trovoadas isoladas a tarde,Estavel,23,33,55,95,E - NE,Fracos/Moderados
06/09/2022,Itinga do Maranhao - MA,Claro a nublado,Estavel,21,35,40,95,SE - E,Fracos/Moderados
07/09/2022,Itinga do Maranhao - MA,Claro a nublado,Estavel,21,35,40,95,SE - E,Fracos/Moderados
08/09/2022,Itinga do Maranhao - MA,Poucas nuvens a parcialmente nublado,Estavel,20,35,40,95,SE - E,Fracos/Moderados
09/09/2022,Itinga do Maranhao - MA,Claro a parcialmente nublado,Estavel,20,35,40,95,NE - SE,Fracos/Moderados
10/09/2022,Itinga do Maranhao - MA,Claro a parcialmente nublado,Estavel,21,35,40,95,NE - SE,Fracos/Moderados
11/09/2022,Itinga do Maranhao - MA,Claro a parcialmente nublado,Declinio,23,33,45,95,E - NE,Fracos/Moderados
12/09/2022,Itinga do Maranhao - MA,Claro a nublado,Estavel,23,33,50,95,E - NE,Fracos/Moderados
20/09/2022,Itinga do Maranhao - MA,Claro a parcialmente nublado,Estavel,22,34,45,95,SE - NE,Fracos/Moderados
21/09/2022,Itinga do Maranhao - MA,Claro a parcialmente nublado,Estavel,22,34,45,95,E - NE,Fracos/Moderados
22/09/2022,Itinga do Maranhao - MA,Claro a nublado com pancadas de chuva isoladas a tarde,Estavel,22,34,45,95,E - NE,Fracos/Moderados
23/09/2022,Itinga do Maranhao - MA,Claro a nublado com pancadas de chuva isoladas a tarde,Estavel,22,34,45,95,E - NE,Fracos/Moderados
24/09/2022,Itinga do Maranhao - MA,Poucas nuvens a nublado com pancadas de chuva e trovoadas isoladas a tarde e a noite,Estavel,22,33,50,95,E - NE,Fracos/Moderados
25/09/2022,Itinga do Maranhao - MA,Poucas nuvens a nublado com pancadas de chuva e trovoadas isoladas a tarde e a noite,Estavel,22,32,55,95,E - NE,Fracos/Moderados
26/09/2022,Itinga do Maranhao - MA,Parcialmente nublado a nublado,Estavel,22,32,55,95,E - NE,Fracos/Moderados
27/09/2022,Itinga do Maranhao - MA,Nublado a parcialmente nublado com pancadas de chuva pela manha e a tarde,Estavel,22,31,60,95,E - NE,Fracos/Moderados
28/09/2022,Itinga do Maranhao - MA,Parcialmente nublado a nublado,Estavel,24,34,50,95,E - NE,Fracos/Moderados
29/09/2022,Itinga do Maranhao - MA,Parcialmente nublado a nublado,Estavel,24,34,50,95,E - NE,Fracos/Moderados
01/09/2022,Itupiranga - PA,Poucas nuvens com pancadas de chuva isoladas ao inicio da noite,Estavel,24,33,50,85,NE,Fracos
02/09/2022,Itupiranga - PA,Poucas nuvens com possibilidade de chuva em areas isoladas entre o final da manha e o inicio da tarde,Estavel,22,37,35,95,NE,Fracos/Moderados
03/09/2022,Itupiranga - PA,Poucas nuvens a claro com possibilidade de chuva em areas isoladas entre o final da tarde e o inicio da noite,Estavel,22,36,35,95,NE,Fracos/Moderados
04/09/2022,Itupiranga - PA,Poucas nuvens com possibilidade de chuva em areas isoladas entre o final da tarde e o inicio da noite,Estavel,22,35,35,90,NE,Fracos/Moderados
05/09/2022,Itupiranga - PA,Poucas nuvens com possibilidade de chuva em areas isoladas entre o final da tarde e o inicio da noite,Estavel,22,35,35,90,NE,Fracos/Moderados
06/09/2022,Itupiranga - PA,Poucas nuvens a nublado,Estavel,24,35,30,95,NE - E,Fracos/Moderados
07/09/2022,Itupiranga - PA,Poucas nuvens a parcialmente nublado com pancadas de chuva isoladas a tarde,Estavel,22,36,30,95,NE - E,Fracos/Moderados
08/09/2022,Itupiranga - PA,Parcialmente nublado a nublado,Estavel,22,36,30,95,NE - E,Fracos/Moderados
09/09/2022,Itupiranga - PA,Claro a parcialmente nublado,Estavel,22,36,30,95,NE - E,Fracos/Moderados
10/09/2022,Itupiranga - PA,Claro a parcialmente nublado,Estavel,23,37,30,95,NE - E,Fracos/Moderados
11/09/2022,Itupiranga - PA,Claro a parcialmente nublado,Estavel,24,36,35,95,E - NE,Fracos/Moderados
12/09/2022,Itupiranga - PA,Claro a nublado,Declinio,23,34,40,95,E - NE,Fracos/Moderados
13/09/2022,Itupiranga - PA,Claro a parcialmente nublado com pancadas de chuva e trovoadas isoladas a noite,Estavel,23,35,50,100,SE - E,Fracos/Moderados
14/09/2022,Itupiranga - PA,Claro a parcialmente nublado,Estavel,23,34,50,100,SE - E,Fracos/Moderados
15/09/2022,Itupiranga - PA,Claro a parcialmente nublado,Estavel,23,34,50,100,SE - E,Fracos/Moderados
16/09/2022,Itupiranga - PA,Claro a parcialmente nublado,Estavel,23,36,40,100,SE - NE,Fracos/Moderados
17/09/2022,Itupiranga - PA,Poucas nuvens a parcialmente nublado com pancadas de chuva e trovoadas isoladas a tarde,Declinio,23,34,55,100,SE - NE,Fracos/Moderados
18/09/2022,Itupiranga - PA,Poucas nuvens a parcialmente nublado com pancadas de chuva e trovoadas isoladas a tarde,Estavel,23,35,55,100,SE - NE,Fracos/Moderados
19/09/2022,Itupiranga - PA,Poucas nuvens a parcialmente nublado,Estavel,24,36,55,100,SE - NE,Fracos/Moderados
20/09/2022,Itupiranga - PA,Claro a parcialmente nublado,Estavel,23,35,40,95,E - NE,Fracos/Moderados
21/09/2022,Itupiranga - PA,Poucas nuvens a nublado,Estavel,23,35,45,95,E - NE,Fracos/Moderados
22/09/2022,Itupiranga - PA,Claro a nublado,Estavel,24,35,40,95,E - NE,Fracos/Moderados
23/09/2022,Itupiranga - PA,Claro a nublado com pancadas de chuva isoladas a tarde,Estavel,24,35,40,95,E - NE,Fracos/Moderados
24/09/2022,Itupiranga - PA,Parcialmente nublado a nublado com pancadas de chuva e trovoadas isoladas a qualquer hora do dia,Declinio,23,32,50,95,E - NE,Fracos/Moderados
25/09/2022,Itupiranga - PA,Parcialmente nublado a nublado com pancadas de chuva e trovoadas isoladas a tarde e a noite,Estavel,23,32,50,95,E - NE,Fracos/Moderados
26/09/2022,Itupiranga - PA,Nublado a parcialmente nublado com pancadas de chuva isoladas pela manha e a tarde,Estavel,23,32,50,95,E - NE,Fracos/Moderados
27/09/2022,Itupiranga - PA,Poucas nuvens a nublado,Estavel,24,36,40,95,E - NE,Fracos/Moderados
28/09/2022,Itupiranga - PA,Poucas nuvens a nublado,Estavel,24,36,40,95,E - NE,Fracos/Moderados
29/09/2022,Itupiranga - PA,Poucas nuvens a nublado,Estavel,24,36,40,95,E - NE,Fracos/Moderados
01/09/2022,Jacareacanga - PA,Poucas nuvens a parcialmente nublado com pancadas de chuva e trovoadas isoladas a tarde e a noite,Estavel,24,33,50,85,NE,Fracos
02/09/2022,Jacareacanga - PA,Parcialmente nublado a nublado com pancadas de chuva e trovoadas isoladas a tarde,Estavel,24,34,55,90,NE,Fracos/Moderados
03/09/2022,Jacareacanga - PA,Poucas nuvens a nublado,Estavel,24,33,55,90,NE,Fracos/Moderados
04/09/2022,Jacareacanga - PA,Poucas nuvens a parcialmente nublado,Estavel,24,34,55,90,NE,Fracos/Moderados
05/09/2022,Jacareacanga - PA,Poucas nuvens a parcialmente nublado,Estavel,24,33,50,90,NE,Fracos/Moderados
06/09/2022,Jacareacanga - PA,Poucas nuvens a nublado,Estavel,22,35,25,95,SE - E,Fracos/Moderados
07/09/2022,Jacareacanga - PA,Claro a nublado,Estavel,21,35,30,95,SE - E,Fracos/Moderados
08/09/2022,Jacareacanga - PA,Claro a nublado com pancadas de chuva isoladas a tarde,Declinio,21,33,35,95,SE - E,Fracos/Moderados
09/09/2022,Jacareacanga - PA,Claro a parcialmente nublado,Estavel,22,33,35,95,E - NE,Fracos/Moderados
10/09/2022,Jacareacanga - PA,Claro a parcialmente nublado,Elevacao,22,35,30,95,E - NE,Fracos/Moderados
11/09/2022,Jacareacanga - PA,Claro a parcialmente nublado,Estavel,23,35,30,95,E - N,Fracos/Moderados
12/09/2022,Jacareacanga - PA,Claro a parcialmente nublado,Estavel,23,34,35,95,NE - NW,Fracos/Moderados
13/09/2022,Jacareacanga - PA,Claro a parcialmente nublado,Estavel,22,36,40,95,NE - E,Fracos/Moderados
14/09/2022,Jacareacanga - PA,Claro a parcialmente nublado,Estavel,22,34,50,90,NE - E,Fracos/Moderados
15/09/2022,Jacareacanga - PA,Parcialmente nublado a nublado com pancadas de chuva e trovoadas a tarde,Declinio,22,32,50,90,NE - E,Fracos/Moderados
16/09/2022,Jacareacanga - PA,Poucas nuvens a nublado com pancadas de chuva e trovoadas a tarde,Estavel,22,33,50,100,NE - E,Fracos/Moderados
17/09/2022,Jacareacanga - PA,Parcialmente nublado a nublado com pancadas de chuva e trovoadas a tarde,Estavel,22,33,50,100,NE - E,Fracos/Moderados
18/09/2022,Jacareacanga - PA,Poucas nuvens a nublado com pancadas de chuva e trovoadas a tarde,Estavel,22,34,50,100,NE - E,Fracos/Moderados
19/09/2022,Jacareacanga - PA,Poucas nuvens a nublado com pancadas de chuva e trovoadas isoladas a tarde,Estavel,22,35,50,100,NE - E,Fracos/Moderados
20/09/2022,Jacareacanga - PA,Poucas nuvens a nublado com pancadas de chuva e trovoadas isoladas pela manha e a tarde,Estavel,23,32,50,95,NE - N,Fracos/Moderados
21/09/2022,Jacareacanga - PA,Poucas nuvens a nublado,Elevacao,23,34,40,95,NE - NW,Fracos/Moderados
22/09/2022,Jacareacanga - PA,Claro a nublado com pancadas de chuva e trovoadas isoladas a tarde e a noite,Declinio,23,32,50,95,NE - N,Fracos/Moderados
23/09/2022,Jacareacanga - PA,Nublado com pancadas de chuva e trovoadas a qualquer hora do dia,Estavel,22,31,55,95,E - NE,Fracos/Moderados
24/09/2022,Jacareacanga - PA,Claro a nublado,Elevacao,23,34,40,95,E - NE,Fracos/Moderados
25/09/2022,Jacareacanga - PA,Parcialmente nublado a nublado com pancadas de chuva isoladas a tarde,Estavel,23,34,45,100,E - NE,Fracos/Moderados
26/09/2022,Jacareacanga - PA,Parcialmente nublado a nublado com pancadas de chuva e trovoadas isoladas a tarde,Declinio,23,32,50,100,E - NE,Fracos/Moderados
27/09/2022,Jacareacanga - PA,Parcialmente nublado a nublado com pancadas de chuva e trovoadas isoladas a tarde e a noite,Estavel,23,32,50,100,E - NE,Fracos/Moderados
28/09/2022,Jacareacanga - PA,Parcialmente nublado a nublado,Elevacao,24,34,50,95,E - NE,Fracos/Moderados
29/09/2022,Jacareacanga - PA,Parcialmente nublado a nublado,Estavel,24,35,50,95,E - NE,Fracos/Moderados
01/09/2022,Jacunda - PA,Poucas nuvens com pancadas de chuva isoladas ao inicio da noite,Estavel,24,33,50,85,NE,Fracos
02/09/2022,Jacunda - PA,Poucas nuvens com possibilidade de chuva em areas isoladas entre o final da manha e o inicio da tarde,Estavel,22,37,35,95,NE,Fracos/Moderados
03/09/2022,Jacunda - PA,Poucas nuvens a claro com possibilidade de chuva em areas isoladas entre o final da tarde e o inicio da noite,Estavel,22,36,35,95,NE,Fracos/Moderados
04/09/2022,Jacunda - PA,Poucas nuvens com possibilidade de chuva em areas isoladas entre o final da tarde e o inicio da noite,Estavel,22,35,35,90,NE,Fracos/Moderados
05/09/2022,Jacunda - PA,Poucas nuvens com possibilidade de chuva em areas isoladas entre o final da tarde e o inicio da noite,Estavel,22,35,35,90,NE,Fracos/Moderados
06/09/2022,Jacunda - PA,Poucas nuvens a nublado,Estavel,22,34,35,95,NE - E,Fracos/Moderados
07/09/2022,Jacunda - PA,Poucas nuvens a nublado com pancadas de chuva isoladas a tarde,Estavel,22,34,35,95,NE - E,Fracos/Moderados
08/09/2022,Jacunda - PA,Poucas nuvens a parcialmente nublado,Estavel,22,34,35,95,NE - E,Fracos/Moderados
09/09/2022,Jacunda - PA,Claro a parcialmente nublado,Estavel,22,34,35,95,NE - E,Fracos/Moderados
10/09/2022,Jacunda - PA,Claro a parcialmente nublado,Estavel,22,35,35,95,NE - E,Fracos/Moderados
11/09/2022,Jacunda - PA,Claro a parcialmente nublado,Estavel,23,34,35,95,E - NE,Fracos/Moderados
12/09/2022,Jacunda - PA,Claro a nublado com pancadas de chuva isoladas a tarde,Estavel,23,33,45,95,E - NE,Fracos/Moderados
